PID,SSN,Depth,C,N,P,K,S,Ca,Mg
TZ-2JMP7l,icr021043,10,2625,210,28.4,34.3,7.6,358.2,67.9
TZ-2JMP7l,icr021044,35,2179,128,19.5,25.1,1.9,190.0,39.1
TZ-2zClpd,icr006646,10,7199,701,10.6,424.7,20.6,370.4,134.2
TZ-2zClpd,icr006647,35,4673,503,4.7,333.6,31.5,302.0,152.4
TZ-3pOozk,icr005946,10,3930,314,4.1,83.9,8.9,729.5,365.0
TZ-3pOozk,icr005947,35,2335,174,2.7,58.6,10.1,661.7,315.6
TZ-3vRgYM,icr010038,10,21741,1119,3.0,334.9,5.8,1786.0,270.9
TZ-3vRgYM,icr010039,35,9939,605,0.5,264.0,6.6,1011.0,225.9
TZ-4HjrCc,icr006684,10,7304,808,5.4,457.6,10.2,612.1,289.5
TZ-4HjrCc,icr006685,35,6230,630,3.6,419.1,9.7,626.7,295.4
TZ-4KBGSw,icr009918,10,44886,3620,48.6,352.7,7.1,1914.0,326.6
TZ-4KBGSw,icr009919,35,28713,1978,21.6,118.9,7.3,1194.0,171.7
TZ-4l4G2H,icr008027,10,6443,454,20.8,146.7,10.8,252.5,175.5
TZ-4l4G2H,icr008028,35,3383,213,9.0,86.7,9.8,62.0,119.9
TZ-59jCfg,icr010118,10,48237,2900,3.2,48.3,6.6,467.4,83.6
TZ-59jCfg,icr010119,35,17268,796,2.5,23.3,6.0,143.5,28.0
TZ-5j6aLZ,icr010218,10,11888,713,4.7,207.9,6.5,686.6,171.4
TZ-5j6aLZ,icr010219,35,6351,417,0.7,231.2,5.6,529.0,161.7
TZ-61WGaB,icr007750,10,12595,884,5.9,109.4,9.5,993.0,214.8
TZ-61WGaB,icr007751,35,7695,492,3.2,57.6,10.3,704.0,181.9
TZ-69kDxp,icr006530,10,7736,726,4.2,630.5,10.1,707.3,220.1
TZ-69kDxp,icr006531,35,4825,474,2.0,589.8,14.1,670.2,274.0
TZ-6e8Ckh,icr021103,10,4861,314,11.8,57.7,4.7,361.8,81.5
TZ-6e8Ckh,icr021104,35,2196,174,4.4,35.3,3.6,258.7,58.4
TZ-7bY9sC,icr011901,10,9255,676,270.7,257.1,12.8,3696.0,634.7
TZ-7bY9sC,icr011902,35,4660,381,118.0,174.8,7.5,1725.0,278.8
TZ-7pVvNQ,icr025074,10,7181,445,8.3,165.0,6.0,537.0,162.0
TZ-7pVvNQ,icr025075,35,3540,212,3.9,153.0,5.0,160.0,159.0
TZ-8fuheS,icr007730,10,16341,1419,11.2,458.5,22.5,829.7,300.1
TZ-8fuheS,icr007731,35,8376,814,5.7,403.3,45.5,513.1,313.5
TZ-8HzVWr,icr012087,10,6000,599,3.2,127.5,7.9,969.1,337.9
TZ-8HzVWr,icr012088,35,5048,511,0.7,67.2,8.8,1212.0,455.6
TZ-8nxnVI,icr009938,10,26012,1781,5.9,122.6,6.5,368.4,79.8
TZ-8nxnVI,icr009939,35,12849,768,2.2,50.8,5.5,200.5,54.0
TZ-8tnLMz,icr011824,10,3035,200,36.9,102.6,5.5,549.9,86.6
TZ-8tnLMz,icr011825,35,1427,78,16.0,103.6,6.3,452.0,91.9
TZ-9AxkJO,icr006035,10,3504,422,11.8,232.9,22.0,459.7,168.4
TZ-9AxkJO,icr006036,35,2007,282,4.6,224.3,15.6,731.1,281.7
TZ-A2fXvi,icr021023,10,7948,551,12.5,172.8,5.6,529.6,131.4
TZ-A2fXvi,icr021024,35,3361,184,4.2,125.1,7.4,261.9,93.1
TZ-A34mHJ,icr007830,10,14660,991,3.5,142.5,11.9,1281.0,397.8
TZ-A34mHJ,icr007831,35,11484,649,1.6,67.6,9.3,1220.0,516.8
TZ-agvFql,icr006474,10,5497,407,8.0,455.3,15.6,281.8,130.1
TZ-agvFql,icr006475,35,4298,415,4.5,306.3,19.0,207.1,89.5
TZ-anBQjd,icr021004,10,8347,478,6.6,143.8,5.1,635.1,180.8
TZ-anBQjd,icr021005,35,4325,314,2.1,94.9,2.6,479.3,147.9
TZ-aT8eeN,icr020986,10,6618,362,21.8,57.1,4.4,641.2,74.2
TZ-aT8eeN,icr020987,35,2376,168,8.6,33.7,2.8,295.6,48.4
TZ-AWjVJe,icr007910,10,9377,764,8.5,229.2,9.4,490.9,240.0
TZ-AWjVJe,icr007911,35,6211,504,4.6,243.9,9.1,469.4,268.0
TZ-B4TAMn,icr006586,10,9124,827,12.5,1186.0,13.6,1665.0,636.7
TZ-B4TAMn,icr006587,35,7518,1096,6.3,1024.0,13.5,2191.0,880.4
TZ-bAOWGA,icr024917,10,4372,233,4.9,75.0,3.0,259.0,102.0
TZ-bAOWGA,icr024918,35,1241,78,2.4,43.0,2.0,140.0,85.0
TZ-BE8vvF,icr006510,10,9343,861,9.8,450.2,13.5,812.6,272.4
TZ-BE8vvF,icr006511,35,4288,416,6.1,430.6,27.6,448.3,198.6
TZ-bGffbo,icr010058,10,57378,3274,8.2,82.6,7.6,471.9,99.6
TZ-bGffbo,icr010059,35,27829,1343,2.9,29.4,4.8,122.9,27.4
TZ-BK3D5e,icr006142,10,23289,2143,34.4,296.4,17.5,1501.0,220.0
TZ-BK3D5e,icr006143,35,11258,1023,23.1,251.8,17.9,1042.0,202.8
TZ-bs9mol,icr020947,10,6674,444,12.2,67.3,4.4,343.7,69.3
TZ-bs9mol,icr020948,35,2062,204,3.8,35.3,4.2,235.4,51.7
TZ-Bv5XZa,icr011990,10,6385,491,12.0,86.1,9.2,3562.0,431.6
TZ-Bv5XZa,icr011991,35,4650,362,6.2,71.1,9.9,6639.0,484.6
TZ-bww9lu,icr006606,10,5902,732,10.4,426.6,16.6,287.5,169.3
TZ-bww9lu,icr006607,35,3808,615,4.2,329.4,37.5,238.5,121.5
TZ-BxyOMt,icr009958,10,34781,2292,5.7,171.3,7.2,589.4,120.0
TZ-BxyOMt,icr009959,35,12258,633,1.9,46.5,5.4,133.4,37.4
TZ-ByJPVZ,icr025016,10,5302,422,7.0,94.0,6.0,566.0,260.0
TZ-ByJPVZ,icr025017,35,2934,251,2.7,31.0,4.0,277.0,166.0
TZ-CdbJsn,icr020927,10,9051,515,15.6,81.7,3.5,875.6,131.3
TZ-CdbJsn,icr020928,35,3381,205,3.1,49.0,4.1,477.9,79.2
TZ-CHAEmL,icr025009,10,2570,97,6.8,56.0,4.0,233.0,89.0
TZ-CHAEmL,icr025010,35,4490,169,3.7,51.0,4.0,131.0,91.0
TZ-ctinVS,icr006744,10,4101,444,7.5,283.9,11.6,241.5,145.7
TZ-ctinVS,icr006745,35,2659,247,6.1,200.1,16.7,117.0,76.7
TZ-CWWx5P,icr024899,10,7343,523,8.2,116.0,5.0,546.0,118.0
TZ-CWWx5P,icr024900,35,4130,209,6.3,92.0,4.0,343.0,91.0
TZ-D2Wvoa,icr025111,10,5911,294,8.9,131.0,5.0,741.0,143.0
TZ-D2Wvoa,icr025112,35,2891,94,3.5,71.0,3.0,408.0,173.0
TZ-dgN3M5,icr006704,10,5679,566,8.3,456.1,10.2,451.3,202.8
TZ-dgN3M5,icr006705,35,4419,659,4.3,464.2,17.3,625.2,257.6
TZ-dhUQLy,icr006164,10,32452,2585,61.2,357.2,18.2,2842.0,383.9
TZ-dhUQLy,icr006165,35,10188,807,15.1,237.7,10.7,1288.0,343.0
TZ-diGOms,icr007870,10,4818,260,28.0,129.8,9.5,81.2,92.1
TZ-diGOms,icr007871,35,3379,167,11.3,121.4,8.1,29.3,104.4
TZ-DLXx3b,icr006055,10,8022,601,55.8,408.6,15.4,2222.0,643.7
TZ-DLXx3b,icr006056,35,5322,498,34.3,198.8,12.2,2125.0,574.6
TZ-DzL0yF,icr025055,10,5513,398,7.8,68.0,3.0,451.0,92.0
TZ-DzL0yF,icr025056,35,1934,173,3.4,55.0,3.0,165.0,71.0
TZ-eAIVWr,icr005965,10,8608,861,13.1,247.3,13.4,7212.0,380.6
TZ-eAIVWr,icr005966,35,7319,533,9.0,167.7,9.9,1985.0,375.8
TZ-Ed20g8,icr007890,10,15914,1326,40.3,584.5,9.3,1693.0,332.0
TZ-Ed20g8,icr007891,35,16331,1296,10.3,402.0,10.6,1885.0,357.2
TZ-fLRjjA,icr007987,10,9353,859,4.5,450.8,10.3,1015.0,467.4
TZ-fLRjjA,icr007988,35,7684,639,12.1,449.1,18.2,684.8,328.4
TZ-FMnPB3,icr012083,10,4814,341,173.1,218.7,8.1,1362.0,232.9
TZ-FMnPB3,icr012084,35,4013,347,228.1,242.4,8.0,1158.0,208.7
TZ-FzgVq0,icr024956,10,5401,254,6.0,130.0,6.0,474.0,123.0
TZ-FzgVq0,icr024957,35,2591,98,3.2,109.0,7.0,179.0,143.0
TZ-G8uf1q,icr007967,10,21677,1802,2.1,283.9,13.5,773.0,384.6
TZ-G8uf1q,icr007968,35,11928,960,5.1,443.8,11.4,1451.0,460.8
TZ-gfm4x5,icr011881,10,1258,85,8.1,42.9,3.9,130.6,36.7
TZ-gfm4x5,icr011882,35,938,63,6.4,37.3,3.6,150.4,36.9
TZ-gMSCPi,icr011843,10,2640,191,5.1,55.4,5.0,313.9,84.5
TZ-gMSCPi,icr011844,35,1792,85,4.8,40.9,5.4,238.4,57.8
TZ-GS1u5b,icr007810,10,19942,1780,17.1,553.9,15.5,1841.0,393.5
TZ-GS1u5b,icr007811,35,9122,704,4.0,426.0,12.7,1056.0,373.3
TZ-hAibzR,icr011978,10,10473,776,0.5,77.6,7.1,1404.0,553.9
TZ-hAibzR,icr011979,35,7858,523,0.1,50.5,5.4,1298.0,588.9
TZ-Ho7v48,icr011941,10,3159,255,4.0,47.9,6.5,613.3,124.3
TZ-Ho7v48,icr011942,35,2177,149,2.4,38.3,4.1,701.5,126.6
TZ-HoUVhk,icr006666,10,6207,570,5.3,369.3,30.6,204.2,148.5
TZ-HoUVhk,icr006667,35,3819,340,2.0,297.5,91.7,226.6,143.1
TZ-hxLlvg,icr021141,10,8124,495,29.0,65.8,6.5,793.6,130.5
TZ-hxLlvg,icr021142,35,4633,388,17.2,47.0,4.0,551.9,97.1
TZ-HZ5A1g,icr006152,10,12974,1180,33.7,316.9,11.6,483.7,188.9
TZ-HZ5A1g,icr006153,35,4426,414,20.5,185.3,9.8,193.4,139.7
TZ-IBXLe9,icr006101,10,10936,1085,8.9,426.9,13.6,5261.0,538.9
TZ-IBXLe9,icr006102,35,4528,484,8.0,183.4,45.1,3949.0,344.3
TZ-inv9pU,icr020908,10,10718,641,12.8,226.9,4.7,1069.0,137.7
TZ-inv9pU,icr020909,35,3758,277,10.0,73.9,3.7,431.9,83.6
TZ-JaXtMf,icr005998,10,6622,695,17.3,240.7,11.0,1344.0,366.1
TZ-JaXtMf,icr005999,35,4084,544,13.9,159.4,10.1,1014.0,431.1
TZ-jC6bdA,icr020848,10,6153,407,5.1,51.6,4.3,289.6,55.1
TZ-jC6bdA,icr020849,35,1777,159,4.2,26.4,2.7,170.6,34.7
TZ-jCMuSa,icr011960,10,8792,822,109.8,279.7,14.7,1653.0,295.7
TZ-jCMuSa,icr011961,35,3194,235,43.7,279.9,9.6,1020.0,179.6
TZ-KGUcKx,icr005985,10,13994,1569,27.1,297.5,23.4,4551.0,333.3
TZ-KGUcKx,icr005986,35,7923,762,17.5,166.4,35.9,11368.0,396.8
TZ-klXtxq,icr011863,10,2854,251,6.6,38.8,5.1,448.8,82.3
TZ-klXtxq,icr011864,35,2401,175,3.7,29.0,4.9,658.1,90.3
TZ-kn4Yyk,icr006626,10,4549,536,10.5,376.9,11.5,310.7,146.0
TZ-kn4Yyk,icr006627,35,4578,640,7.9,474.2,12.4,501.3,205.8
TZ-Ktj2sM,icr006121,10,5724,563,8.0,243.1,11.4,633.0,200.8
TZ-Ktj2sM,icr006122,35,2710,286,8.0,135.7,9.4,496.5,275.8
TZ-l63ucv,icr012043,10,9228,851,4.2,251.6,13.0,912.6,297.9
TZ-l63ucv,icr012044,35,6590,566,1.5,118.4,19.4,783.8,256.9
TZ-LIQqaT,icr007949,10,6942,500,7.1,49.5,10.0,548.9,224.1
TZ-LIQqaT,icr007950,35,8001,563,8.6,115.0,12.9,1055.0,337.6
TZ-LIUg2d,icr006724,10,6480,683,8.1,552.9,21.6,349.2,165.6
TZ-LIUg2d,icr006725,35,3941,565,4.5,340.5,36.0,234.8,144.0
TZ-loWdCE,icr021123,10,6267,390,25.1,53.0,3.3,850.1,141.2
TZ-loWdCE,icr021124,35,3452,250,16.3,41.1,2.6,546.9,103.0
TZ-LRNSPa,icr007850,10,6147,376,57.4,117.1,10.6,135.0,72.3
TZ-LRNSPa,icr007851,35,2999,157,31.9,67.7,10.2,42.6,54.5
TZ-n1fX2Z,icr024879,10,5992,365,3.9,130.0,5.0,513.0,140.0
TZ-n1fX2Z,icr024880,35,5562,224,2.0,137.0,4.0,525.0,197.0
TZ-N7jHIL,icr025092,10,5738,322,7.7,99.0,4.0,362.0,109.0
TZ-N7jHIL,icr025093,35,2926,127,3.4,82.0,4.0,220.0,90.0
TZ-Nb8ZTY,icr012027,10,6734,532,135.2,567.2,14.3,3245.0,346.9
TZ-Nb8ZTY,icr012028,35,4798,316,27.5,240.5,18.6,8049.0,422.7
TZ-O5CjJi,icr006492,10,8932,807,5.1,394.8,10.6,1036.0,221.9
TZ-O5CjJi,icr006493,35,5647,432,2.9,339.6,13.0,804.5,239.0
TZ-Omh1qE,icr006550,10,8627,772,7.2,825.3,9.3,1444.0,365.7
TZ-Omh1qE,icr006551,35,5744,547,3.8,731.0,6.2,1595.0,337.2
TZ-OrunmP,icr006454,10,9784,553,15.4,1068.0,9.0,3183.0,543.0
TZ-OrunmP,icr006455,35,7888,605,11.6,1355.0,9.8,4679.0,552.9
TZ-oVZSrN,icr021083,10,3362,219,6.3,27.1,4.4,182.0,42.2
TZ-oVZSrN,icr021084,35,1657,146,9.9,20.1,3.2,151.9,32.8
TZ-oXuFYK,icr025036,10,6167,400,8.6,72.0,4.0,559.0,98.0
TZ-oXuFYK,icr025037,35,2871,219,4.6,48.0,3.0,312.0,65.0
TZ-P2zUVM,icr007790,10,12638,910,5.2,395.0,14.6,971.0,423.4
TZ-P2zUVM,icr007791,35,8981,666,3.7,275.8,15.4,694.9,405.6
TZ-pKGn88,icr007928,10,10446,623,22.8,178.8,12.0,1709.0,446.5
TZ-pKGn88,icr007929,35,5324,382,21.1,72.6,14.8,2518.0,428.5
TZ-q1A61P,icr010178,10,8475,378,26.4,136.6,6.2,565.9,165.6
TZ-q1A61P,icr010179,35,3816,174,11.7,137.2,5.8,424.0,148.9
TZ-Q91fUZ,icr024976,10,6366,290,14.4,80.0,4.0,485.0,101.0
TZ-Q91fUZ,icr024977,35,2402,127,8.2,57.0,4.0,206.0,75.0
TZ-QBJEN9,icr006570,10,5271,403,6.0,607.3,20.1,896.2,252.7
TZ-QBJEN9,icr006571,35,5447,440,3.8,420.5,12.6,834.7,232.5
TZ-QDQelD,icr006076,10,12617,1109,27.9,219.8,12.2,2460.0,301.0
TZ-QDQelD,icr006077,35,8798,909,19.8,197.1,13.1,2203.0,371.0
TZ-QIGHG7,icr005928,10,4259,347,6.2,209.6,11.1,946.8,224.7
TZ-QIGHG7,icr005929,35,2632,225,1.3,146.9,8.3,629.8,307.6
TZ-qTzCFz,icr020888,10,7709,573,5.0,63.8,3.1,268.5,64.8
TZ-qTzCFz,icr020889,35,4053,347,2.0,41.6,2.6,330.3,88.4
TZ-qyLwJZ,icr006179,10,12241,1006,11.4,281.7,10.4,1035.0,516.0
TZ-qyLwJZ,icr006180,35,14616,1234,13.6,281.1,10.7,1159.0,570.3
TZ-R4ZKb3,icr012063,10,10541,533,1.7,347.7,5.7,7480.0,1596.0
TZ-R4ZKb3,icr012064,35,8529,333,0.7,278.5,5.2,7214.0,1656.0
TZ-rEpT2q,icr025135,10,12472,524,10.0,96.0,5.0,866.0,111.0
TZ-rEpT2q,icr025136,35,9476,318,7.1,74.0,7.0,1123.0,97.0
TZ-rQlLgW,icr010158,10,13323,673,89.3,145.3,7.5,1056.0,166.9
TZ-rQlLgW,icr010159,35,5540,395,49.5,151.7,6.4,612.8,138.0
TZ-SqiP4h,icr012008,10,5488,461,22.9,102.1,7.0,1985.0,179.3
TZ-SqiP4h,icr012009,35,5105,429,4.9,72.2,8.4,5050.0,299.2
TZ-TPVKit,icr007770,10,7766,575,12.1,42.0,10.0,336.7,265.9
TZ-TPVKit,icr007771,35,3043,205,19.8,192.8,13.6,772.3,344.6
TZ-U2yzKk,icr024937,10,6528,315,7.0,72.0,4.0,414.0,132.0
TZ-U2yzKk,icr024938,35,2867,93,4.6,48.0,3.0,214.0,97.0
TZ-uak6WC,icr006015,10,3662,395,4.6,177.7,11.3,985.8,323.3
TZ-uak6WC,icr006016,35,3248,406,3.6,141.6,10.8,935.0,356.7
TZ-UhbupQ,icr010018,10,42244,2575,8.2,36.6,6.4,248.2,33.6
TZ-UhbupQ,icr010019,35,16913,764,2.3,22.8,7.6,109.0,28.7
TZ-VHyT13,icr010078,10,42456,2643,11.2,71.8,6.0,466.2,106.5
TZ-VHyT13,icr010079,35,20183,946,4.4,35.4,6.1,189.3,43.1
TZ-vqvZiH,icr009998,10,44647,2671,10.8,94.0,7.1,215.8,44.1
TZ-vqvZiH,icr009999,35,24266,1229,2.4,23.2,5.4,124.0,25.3
TZ-VYrJTK,icr010138,10,30799,1786,14.0,151.9,6.2,251.2,80.7
TZ-VYrJTK,icr010139,35,15342,647,5.1,212.5,6.8,727.0,179.5
TZ-WBnz3A,icr006085,10,15859,1212,15.3,239.1,11.9,1423.0,283.0
TZ-WBnz3A,icr006086,35,9996,829,15.3,204.0,10.8,1161.0,289.4
TZ-WGGw2G,icr011921,10,7835,526,6.4,92.7,8.5,1629.0,230.2
TZ-WGGw2G,icr011922,35,3656,276,2.4,78.9,5.3,3178.0,286.8
TZ-wN3Api,icr020868,10,4094,260,19.3,33.6,2.1,373.0,69.6
TZ-wN3Api,icr020869,35,1270,117,7.5,32.0,2.3,148.7,35.4
TZ-xCCssL,icr010098,10,44534,3079,3.7,107.8,6.1,871.9,138.3
TZ-xCCssL,icr010099,35,20006,1122,1.3,39.4,5.4,265.2,46.4
TZ-Y6182H,icr024994,10,6090,251,6.2,124.0,6.0,324.0,118.0
TZ-Y6182H,icr024995,35,2490,117,2.4,130.0,4.0,126.0,132.0
TZ-ZTmRit,icr024868,10,7450,356,9.4,121.0,6.0,369.0,110.0
TZ-ZTmRit,icr024869,35,3792,128,4.6,107.0,4.0,214.0,113.0
UG-2NBQbE,icr054220,10,31370,2369,5.6,79.7,17.7,1370.0,351.0
UG-2NBQbE,icr054221,35,13184,921,2.8,68.2,16.9,523.0,183.0
UG-2nzO9d,icr054183,10,16623,1117,4.2,60.9,11.2,1090.0,241.0
UG-2nzO9d,icr054184,35,8933,697,1.2,46.1,9.6,792.0,220.0
UG-3C5jI1,icr054641,10,34327,2279,13.3,118.0,9.2,2840.0,458.0
UG-3C5jI1,icr054642,35,31734,2564,4.9,177.0,11.0,2560.0,586.0
UG-9eJLJq,icr054333,10,38312,3419,13.0,218.0,25.8,2020.0,446.0
UG-9eJLJq,icr054334,35,17114,1730,5.7,131.0,17.7,1050.0,316.0
UG-9iEhDl,icr054387,10,17223,1284,4.5,57.5,11.2,1280.0,270.0
UG-9iEhDl,icr054388,35,10099,851,1.4,40.7,10.0,1090.0,251.0
UG-ApNjas,icr054618,10,25540,1999,14.8,225.0,16.7,2710.0,509.0
UG-ApNjas,icr054619,35,18253,1251,4.9,116.0,15.5,1590.0,398.0
UG-AV2IT5,icr054344,10,24115,2005,13.3,156.0,12.4,1850.0,293.0
UG-AV2IT5,icr054345,35,10144,858,4.0,98.2,10.0,780.0,163.0
UG-d0jPGc,icr054656,10,31622,1861,8.2,183.0,13.3,3340.0,687.0
UG-d0jPGc,icr054657,35,17360,1174,2.1,96.1,13.2,1770.0,640.0
UG-fkFG0i,icr054410,10,31942,2508,16.9,562.0,13.0,2480.0,380.0
UG-fkFG0i,icr054411,35,21695,1699,9.8,289.0,12.5,1830.0,355.0
UG-g7VvZH,icr054469,10,35343,2813,6.9,87.0,16.7,2190.0,422.0
UG-g7VvZH,icr054470,35,24684,1759,2.9,55.3,11.6,1870.0,267.0
UG-gFBQYn,icr054293,10,47324,3862,15.1,261.0,80.3,1980.0,380.0
UG-gFBQYn,icr054294,35,12390,987,6.7,115.0,32.1,745.0,197.0
UG-hPdztR,icr054676,10,22494,1441,8.2,66.0,16.3,1870.0,313.0
UG-hPdztR,icr054677,35,14562,992,4.3,46.5,16.1,754.0,136.0
UG-iffMac,icr054437,10,36841,2577,5.0,199.0,11.5,2620.0,591.0
UG-iffMac,icr054438,35,14983,1241,1.3,63.0,10.0,1460.0,306.0
UG-iHtgzq,icr054564,10,25306,1691,2.0,139.0,8.9,2260.0,487.0
UG-iHtgzq,icr054565,35,20479,1286,1.4,90.7,7.6,1820.0,412.0
UG-K5SzMf,icr054529,10,37888,2886,6.3,848.0,16.8,2520.0,570.0
UG-K5SzMf,icr054530,35,28217,1817,2.5,486.0,10.5,1710.0,409.0
UG-Kl8GTs,icr054482,10,38286,2772,9.7,384.0,11.5,2880.0,550.0
UG-Kl8GTs,icr054483,35,22509,1577,4.2,230.0,11.1,1690.0,416.0
UG-kUmFN2,icr054360,10,22889,1949,32.0,294.0,43.0,1700.0,328.0
UG-kUmFN2,icr054361,35,7810,721,20.9,127.0,22.6,1080.0,221.0
UG-lrKN4v,icr054201,10,20631,1603,7.4,196.0,30.7,780.0,227.0
UG-lrKN4v,icr054202,35,6704,405,11.5,69.7,18.0,270.0,64.8
UG-MCuDH1,icr054456,10,19991,1771,6.4,183.0,9.1,953.0,264.0
UG-MCuDH1,icr054457,35,8231,893,1.5,74.7,8.9,382.0,103.0
UG-mNSfmu,icr054374,10,19531,1349,7.3,57.9,11.8,1000.0,212.0
UG-mNSfmu,icr054375,35,14891,979,4.4,33.9,11.9,597.0,158.0
UG-MPuJml,icr054238,10,16159,1318,7.0,153.0,15.6,1100.0,205.0
UG-MPuJml,icr054239,35,9485,754,1.0,44.8,9.7,862.0,141.0
UG-PxpwaM,icr054313,10,20069,1742,29.2,641.0,22.0,1530.0,302.0
UG-PxpwaM,icr054314,35,13197,986,5.9,315.0,21.2,1070.0,243.0
UG-qyLAlZ,icr054515,10,59347,4276,9.1,170.0,11.2,3850.0,645.0
UG-qyLAlZ,icr054516,35,33364,2571,3.0,95.6,9.0,3090.0,398.0
UG-sBh40O,icr054277,10,19849,1615,16.8,106.0,14.6,651.0,194.0
UG-sBh40O,icr054278,35,7755,521,5.4,65.1,10.0,296.0,99.6
UG-SqvHQK,icr054165,10,18087,1465,30.6,238.0,9.1,2000.0,277.0
UG-SqvHQK,icr054166,35,13341,1014,6.3,111.0,7.6,1560.0,237.0
UG-Syfshf,icr054697,10,37047,2454,7.8,138.0,10.7,2890.0,457.0
UG-Syfshf,icr054698,35,32559,1932,7.3,125.0,10.9,2740.0,450.0
UG-tTG8Fd,icr054550,10,35324,2448,11.0,155.0,18.2,1660.0,408.0
UG-tTG8Fd,icr054551,35,27718,1773,5.2,43.1,9.7,1020.0,127.0
UG-vnK9br,icr054504,10,73903,5849,36.6,276.0,28.4,2810.0,731.0
UG-vnK9br,icr054505,35,60657,4840,19.1,172.0,21.0,1920.0,568.0
UG-VriDZL,icr054585,10,29445,2080,4.0,254.0,9.9,2760.0,537.0
UG-VriDZL,icr054586,35,22924,1325,1.7,111.0,7.2,2120.0,448.0
UG-vUxSqP,icr054606,10,20530,1536,14.6,761.0,15.1,1400.0,432.0
UG-vUxSqP,icr054607,35,15629,1201,2.3,158.0,12.7,1230.0,323.0
UG-YcQxNr,icr054258,10,19412,1514,11.2,195.0,10.0,1930.0,301.0
UG-YcQxNr,icr054259,35,9986,728,3.0,94.5,11.1,1230.0,245.0
UG-YIryN8,icr054418,10,27340,2021,18.3,339.0,11.4,2710.0,394.0
UG-YIryN8,icr054419,35,18375,1076,7.1,139.0,8.1,1510.0,320.0
ZA-03pJiv,icr048912,10,3020,340,7.8,216.0,5.8,1180.0,520.0
ZA-03pJiv,icr048913,35,2794,304,3.5,167.0,4.4,1510.0,638.0
ZA-04WxXD,icr048704,10,18103,958,4.0,217.0,18.7,910.0,374.0
ZA-04WxXD,icr048705,35,9184,591,0.6,154.0,20.6,1020.0,542.0
ZA-33TQEN,icr049152,10,6833,565,40.0,381.0,6.9,1610.0,291.0
ZA-33TQEN,icr049153,35,4982,537,32.4,435.0,12.4,4350.0,347.0
ZA-3kgs5J,icr048985,10,3007,679,10.5,189.0,10.7,8110.0,167.0
ZA-3kgs5J,icr048986,35,1881,842,5.0,188.0,8.6,5910.0,190.0
ZA-731gS1,icr048824,10,4031,434,21.8,253.0,5.1,1880.0,196.0
ZA-731gS1,icr048825,35,3215,419,6.1,133.0,12.3,14500.0,332.0
ZA-7EkIr1,icr048468,10,21543,1576,4.9,201.0,16.3,2440.0,807.0
ZA-7EkIr1,icr048469,35,18217,1220,1.9,117.0,20.9,2920.0,985.0
ZA-8KNa3V,icr049074,10,2157,267,15.9,195.0,3.2,672.0,251.0
ZA-8KNa3V,icr049075,35,2704,294,13.0,204.0,7.6,827.0,312.0
ZA-8ZEZ08,icr048566,10,27071,1660,5.1,260.0,23.0,1880.0,606.0
ZA-8ZEZ08,icr048567,35,16262,1029,1.3,126.0,17.9,1930.0,739.0
ZA-BFkbsH,icr049100,10,2872,423,44.8,331.0,5.5,1030.0,231.0
ZA-BFkbsH,icr049101,35,2224,328,12.3,264.0,4.4,1370.0,276.0
ZA-DgW6MN,icr049174,10,2081,242,31.0,349.0,6.1,1310.0,311.0
ZA-DgW6MN,icr049175,35,2302,344,20.3,239.0,5.6,1960.0,294.0
ZA-EBHCoG,icr048931,10,4248,512,18.6,321.0,8.3,5570.0,296.0
ZA-fqNqBb,icr049056,10,6535,601,13.7,111.0,15.4,17100.0,165.0
ZA-fqNqBb,icr049057,35,9036,457,9.2,71.5,23.4,24700.0,200.0
ZA-FXcQNk,icr048899,10,7420,751,105.0,397.0,11.6,3760.0,310.0
ZA-FXcQNk,icr048900,35,6287,636,85.6,250.0,17.8,6650.0,242.0
ZA-gLUNPn,icr049068,10,3439,346,83.7,417.0,5.7,1390.0,290.0
ZA-gLUNPn,icr049069,35,1921,246,30.9,338.0,4.8,1430.0,266.0
ZA-h0lB7x,icr048664,10,14604,1079,4.6,241.0,17.4,1020.0,383.0
ZA-h0lB7x,icr048665,35,10952,691,1.9,165.0,17.6,1150.0,511.0
ZA-havWND,icr049115,10,3101,319,24.0,255.0,4.2,918.0,243.0
ZA-havWND,icr049116,35,2200,286,4.8,199.0,5.7,1260.0,386.0
ZA-HbExTu,icr048740,10,2297,220,4.0,128.0,3.4,514.0,215.0
ZA-HbExTu,icr048741,35,2291,324,1.3,94.7,3.4,802.0,298.0
ZA-IAxoND,icr048786,10,5657,626,16.3,418.0,5.4,2110.0,404.0
ZA-IAxoND,icr048787,35,4013,545,3.3,401.0,5.4,2820.0,552.0
ZA-jGH0ou,icr048992,10,24657,676,4.3,102.0,26.4,29700.0,498.0
ZA-jGH0ou,icr048993,35,6001,524,0.9,120.0,33.4,26700.0,1120.0
ZA-jn9NZG,icr048770,10,3591,304,5.4,178.0,4.4,1150.0,530.0
ZA-jn9NZG,icr048771,35,2720,276,1.7,94.8,3.1,1360.0,622.0
ZA-JRCPCi,icr048622,10,14395,984,5.5,289.0,20.2,670.0,259.0
ZA-JRCPCi,icr048623,35,8229,639,3.4,163.0,17.2,498.0,259.0
ZA-jxTMu9,icr048820,10,6261,724,29.4,562.0,11.3,3770.0,410.0
ZA-jxTMu9,icr048821,35,5241,523,25.1,555.0,12.6,7260.0,356.0
ZA-KeIOai,icr048642,10,43596,2709,3.0,162.0,18.4,2450.0,599.0
