SSN,Site,Lat,Lon,Depth,wA,wCN,wK,wV1,wV2,A1,A2,A3,DA
icr010945,Koloko,12.470287,-6.265613,10,4.05913727,3.46292934,0.39996508,1.650802724,-2.158492897,0.400774221,0.274744359,0.32448142,1
icr010946,Koloko,12.470287,-6.265613,35,5.987542075,3.303720314,0.4786074,2.080791613,-1.931923843,0.448256872,0.178630884,0.373112244,1
icr010965,Koloko,12.49387,-6.255562,10,13.58660091,3.374560166,0.73288064,2.875117062,-1.527037423,0.533451165,0.002913817,0.463635018,1
icr010966,Koloko,12.49387,-6.255562,35,14.51944706,3.186469274,0.58756624,3.149220435,-1.690679784,0.495177432,0,0.504824368,3
icr010985,Koloko,12.516922,-6.259612,10,11.48152786,3.258298728,0.7017688,2.702950012,-1.535356471,0.529649183,0.030327682,0.440023135,1
icr010986,Koloko,12.516922,-6.259612,35,13.77324572,3.34974809,0.60184156,3.0295546,-1.716646204,0.500484271,0.00479845,0.494717278,1
icr011037,Bondigui,10.885173,-3.581577,10,7.28508062,5.834712066,0.42668244,2.039698224,-2.615540161,0.321527224,0.276747567,0.401725209,3
icr011038,Bondigui,10.885173,-3.581577,35,7.827234855,5.565209454,0.33402092,2.330157088,-2.813086275,0.288885733,0.258923076,0.452191191,3
icr011067,Bondigui,10.903278,-3.576025,10,7.503865825,3.467861546,0.29407968,2.67413537,-2.467442663,0.357216126,0.159949554,0.48283432,3
icr011068,Bondigui,10.903278,-3.576025,35,8.31141923,3.210645084,0.30679132,2.833584256,-2.34805938,0.381352031,0.119557332,0.499090637,3
icr011077,Bondigui,10.923393,-3.57667,10,5.684881965,2.988302106,0.57165984,1.96008434,-1.653916518,0.497985268,0.159718524,0.342296208,1
icr011078,Bondigui,10.923393,-3.57667,35,6.547854405,2.154600634,0.5003776,2.455374486,-1.459997651,0.540300634,0.058017522,0.401681844,1
icr011097,Bondigui,10.94759,-3.585212,10,1.563806885,3.567419332,0.44648456,0.285836213,-2.078192918,0.397628669,0.472437111,0.12993422,2
icr011098,Bondigui,10.94759,-3.585212,35,1.95287383,3.40723789,0.57339876,0.445917347,-1.782075848,0.454396179,0.408205079,0.137398742,1
icr011111,Bondigui,10.877617,-3.558683,10,5.727698035,2.857199192,0.41278456,2.217076699,-1.93467131,0.449543745,0.158184242,0.392272013,1
icr011112,Bondigui,10.877617,-3.558683,35,7.38824732,2.775862582,0.34580244,2.693804791,-2.082849189,0.428467142,0.105277225,0.466255634,3
icr011133,Bondigui,10.903192,-3.555052,10,7.137000505,3.02734939,0.27043576,2.753745619,-2.415408143,0.367869148,0.140799578,0.491331274,3
icr011134,Bondigui,10.903192,-3.555052,35,8.228186755,2.414672952,0.203885,3.282511102,-2.471763024,0.364427156,0.067608604,0.567964239,3
icr011144,Bondigui,10.927998,-3.564085,10,7.382446555,3.327365844,0.37969116,2.509617554,-2.170578047,0.409848675,0.1451953,0.444956025,3
icr011145,Bondigui,10.927998,-3.564085,35,6.735897445,2.260269174,0.3173192,2.764843511,-1.963330981,0.45146414,0.078370363,0.470165497,3
icr011164,Bondigui,10.943257,-3.550565,10,7.29815596,1.555782564,0.29104668,3.178357568,-1.676250288,0.493828373,0,0.506174105,3
icr011165,Bondigui,10.943257,-3.550565,35,9.130800905,3.145540376,0.27766104,3.03911688,-2.427339886,0.369423233,0.098815849,0.531760918,3
icr011182,Bondigui,10.880157,-3.540295,10,5.37082817,3.011932914,0.394627,2.126130976,-2.032396301,0.430307504,0.185203834,0.384488663,1
icr011183,Bondigui,10.880157,-3.540295,35,4.23591889,2.810107812,0.32505672,1.985155532,-2.156978439,0.405455123,0.223472919,0.371071958,1
icr011202,Bondigui,10.90277,-3.530618,10,6.773309545,2.74925176,0.6613962,2.152035387,-1.424731011,0.542817411,0.099610682,0.357571906,1
icr011203,Bondigui,10.90277,-3.530618,35,7.001901255,2.747957254,0.64914288,2.209072036,-1.442960251,0.540203295,0.093348088,0.366448617,1
icr011222,Bondigui,10.924675,-3.533448,10,3.529586,3.530963902,0.39029992,1.467753389,-2.202410703,0.390257814,0.308602854,0.301139333,1
icr011223,Bondigui,10.924675,-3.533448,35,6.272214145,2.812063538,0.60043964,2.098955627,-1.544011728,0.520100659,0.123742644,0.356156697,1
icr011241,Bondigui,10.941543,-3.539667,10,6.71770156,2.521408248,0.39721516,2.538634493,-1.848094754,0.469757824,0.097439433,0.432802743,1
icr011242,Bondigui,10.941543,-3.539667,35,8.370125995,1.987118944,0.3766312,3.026093915,-1.663174643,0.509031507,0,0.49096869,1
icr011263,Bondigui,10.876813,-3.50814,10,7.27937433,3.369622906,0.87389492,1.926722752,-1.34959598,0.553720617,0.123930223,0.32234916,1
icr011264,Bondigui,10.876813,-3.50814,35,9.351229975,2.698454428,0.89228164,2.394873365,-1.106652631,0.604728151,0.019788249,0.3754836,1
icr011281,Bondigui,10.898828,-3.513665,10,3.83296412,2.89394247,0.28535812,1.919111619,-2.316630075,0.375115647,0.255008603,0.36987575,1
icr011282,Bondigui,10.898828,-3.513665,35,5.81871525,2.342829196,0.30702048,2.567760364,-2.032200081,0.436157237,0.11772441,0.446118353,3
icr011301,Bondigui,10.927297,-3.511267,10,2.105337585,2.817214786,0.29495588,1.116088277,-2.256678225,0.375611332,0.369605612,0.254783056,1
icr011302,Bondigui,10.927297,-3.511267,35,4.98540796,2.809575072,0.49800512,1.918094763,-1.730178173,0.483355391,0.176377225,0.340267384,1
icr011321,Bondigui,10.950885,-3.513765,10,7.61736809,2.381142908,0.2678476,3.007078907,-2.184917703,0.413750192,0.071141097,0.515108711,3
icr011322,Bondigui,10.950885,-3.513765,35,8.87566172,3.042813132,0.2185108,3.183175442,-2.633702298,0.33322716,0.104536495,0.562236345,3
icr011824,Bukwaya,-3.063745,33.010086,10,3.26841931,2.76980298,2.80797836,0.211581322,0.013688588,0.782791505,0.202745429,0.014463066,1
icr011825,Bukwaya,-3.063745,33.010086,35,2.90238537,3.138335136,2.27868616,0.109182934,-0.320093417,0.71983075,0.263227266,0.016941984,1
icr011843,Bukwaya,-3.029698,33.015202,10,2.239227555,3.739715614,1.71731156,-0.165005107,-0.778249548,0.631650379,0.366656708,0.001692913,1
icr011844,Bukwaya,-3.029698,33.015202,35,2.04659303,3.264237142,1.71244528,-0.192396985,-0.645103751,0.652440012,0.347561861,0,1
icr011863,Bukwaya,-3.009098,33.015381,10,1.479535185,3.584949112,0.7887148,-0.170625225,-1.514094773,0.495746761,0.466371993,0.037881246,1
icr011864,Bukwaya,-3.009098,33.015381,35,1.958107745,2.824730612,0.77445296,0.374094998,-1.294011358,0.543542526,0.353606131,0.102851342,1
icr011881,Bukwaya,-2.992815,33.016113,10,3.796931355,2.993485708,4.84867512,-0.004505059,0.482266999,0.85119459,0.148813744,0,1
icr011882,Bukwaya,-2.992815,33.016113,35,3.154501355,3.157608004,4.00323648,-0.15950471,0.237288374,0.800310406,0.199699909,0,1
icr011901,Bukwaya,-3.060982,33.030663,10,2.76142867,3.648977064,2.13188896,-0.013305956,-0.537438449,0.678098623,0.311134976,0.010766401,1
icr011902,Bukwaya,-3.060982,33.030663,35,3.24155062,3.331056088,2.39751236,0.182921682,-0.328857714,0.719183629,0.253142082,0.027674289,1
icr011921,Bukwaya,-3.038153,33.042397,10,4.55913676,3.288359558,1.77643484,0.846179543,-0.615780369,0.674951571,0.190384725,0.134663704,1
icr011922,Bukwaya,-3.038153,33.042397,35,5.936072095,3.621270064,1.66332416,1.177634924,-0.778006705,0.649369426,0.161553532,0.189077042,1
icr011941,Bukwaya,-3.007335,33.044964,10,5.26724578,3.630469488,5.06357328,0.274387211,0.33271044,0.842506497,0.150293772,0.007199731,1
icr011942,Bukwaya,-3.007335,33.044964,35,5.104729885,3.223433806,4.65979336,0.367277855,0.368523913,0.850340096,0.131294602,0.018365302,1
icr011960,Bukwaya,-2.987467,33.033264,10,5.01106737,3.24698582,4.079385,0.426416342,0.228219116,0.825219726,0.141111181,0.033669093,1
icr011961,Bukwaya,-2.987467,33.033264,35,4.51008534,4.172565352,4.30533676,0.082830502,0.031324321,0.782645026,0.217355907,0,1
icr011978,Bukwaya,-3.05848,33.065014,10,7.73240085,2.607584452,0.78142212,2.252702866,-1.205064084,0.584690884,0.054723971,0.360585145,1
icr011979,Bukwaya,-3.05848,33.065014,35,9.28711924,2.351693138,0.70774044,2.631866089,-1.200813416,0.587879992,0,0.412120407,1
icr011990,Bukwaya,-3.030987,33.062672,10,6.658805845,2.599345932,0.87408364,1.980799795,-1.089839059,0.602380993,0.08077371,0.316845297,1
icr011991,Bukwaya,-3.030987,33.062672,35,6.990942155,4.560633664,0.94810232,1.616707961,-1.570754425,0.508816023,0.200992352,0.290191626,1
icr012008,Bukwaya,-3.010068,33.065521,10,4.09598252,3.69743926,1.67007764,0.666335091,-0.794770372,0.639544382,0.241899945,0.118555673,1
icr012009,Bukwaya,-3.010068,33.065521,35,5.90978915,3.818391852,1.58743176,1.16751566,-0.877711888,0.630831643,0.176493976,0.192674381,1
icr012027,Bukwaya,-2.987898,33.060581,10,5.263712415,3.532070042,2.36416284,0.799576684,-0.401460133,0.713899464,0.168709914,0.117390622,1
icr012028,Bukwaya,-2.987898,33.060581,35,4.990150605,5.162509818,1.6947056,0.697333522,-1.113913822,0.581041764,0.280040566,0.13891767,1
icr012043,Bukwaya,-3.060055,33.084312,10,9.277274945,3.06175796,1.11807164,2.149694008,-1.007383796,0.619824693,0.043899922,0.336275385,1
icr012044,Bukwaya,-3.060055,33.084312,35,8.48181434,2.848167938,0.86840856,2.246843859,-1.187768943,0.587806267,0.053295347,0.358898386,1
icr012063,Bukwaya,-3.036195,33.091408,10,7.950883735,3.140603138,1.04606148,1.971412776,-1.099382723,0.60049576,0.083489594,0.316014646,1
icr012064,Bukwaya,-3.036195,33.091408,35,7.191304735,4.184964672,0.89450584,1.750487217,-1.54298211,0.515703554,0.176828273,0.307468173,1
icr012083,Bukwaya,-3.0151,33.088543,10,2.690213415,3.611875136,2.02392764,-0.006684008,-0.579187066,0.670479418,0.315732265,0.013788317,1
icr012084,Bukwaya,-3.0151,33.088543,35,2.447903935,3.389737274,1.92459352,-0.056668641,-0.566037631,0.672248685,0.321600202,0.006151114,1
icr012087,Bukwaya,-2.991458,33.077351,10,4.968421355,3.334202868,0.96115096,1.361062983,-1.243857427,0.56579267,0.196121879,0.238085451,1
icr012088,Bukwaya,-2.991458,33.077351,35,6.06525721,2.784945854,0.85232692,1.827140391,-1.184013548,0.58297459,0.116894997,0.300130413,1
icr014408,Nkhata Bay,-11.65983,34.211372,10,8.97217738,3.876016752,3.15171836,1.257000628,-0.206860201,0.755842086,0.072700977,0.171456937,1
icr014409,Nkhata Bay,-11.65983,34.211372,35,9.34709197,3.905205296,3.28809552,1.278341113,-0.172001827,0.762557513,0.064758463,0.172684024,1
icr014428,Nkhata Bay,-11.644417,34.208565,10,8.333356325,3.61904128,0.29290692,2.788149226,-2.514109551,0.350102741,0.148804889,0.50109237,3
icr014429,Nkhata Bay,-11.644417,34.208565,35,9.15708385,3.333682854,0.30986476,2.931064815,-2.37569699,0.377533619,0.108381428,0.514084953,3
icr014448,Nkhata Bay,-11.615668,34.205038,10,9.502049865,3.088123062,1.43291052,2.010495942,-0.767855779,0.662206786,0.032981277,0.304811938,1
icr014449,Nkhata Bay,-11.615668,34.205038,35,9.161070695,3.194114016,1.36394684,1.972155859,-0.850927161,0.646367943,0.049997416,0.303634641,1
icr014468,Nkhata Bay,-11.594628,34.206117,10,5.396128575,3.381259066,1.16149072,1.335607402,-1.068543861,0.597818701,0.176457439,0.22572386,1
icr014469,Nkhata Bay,-11.594628,34.206117,35,6.207933355,3.271374984,1.14996532,1.551142619,-1.045478596,0.604913576,0.140438583,0.254647841,1
icr014488,Nkhata Bay,-11.652358,34.228905,10,11.82987608,3.100546108,2.00121384,2.077282819,-0.437824343,0.709172746,0,0.290829541,1
icr014489,Nkhata Bay,-11.652358,34.228905,35,13.45358011,2.740591114,2.40201468,2.209339355,-0.131865797,0.725225549,0,0.274783239,1
icr014508,Nkhata Bay,-11.636035,34.225515,10,12.29480645,2.660407442,2.83691992,1.998103769,0.064239644,0.762715966,0,0.237292194,1
icr014509,Nkhata Bay,-11.636035,34.225515,35,13.50595705,2.451137758,2.60901356,2.233824794,0.062419896,0.740877444,0,0.25913451,1
icr014528,Nkhata Bay,-11.612757,34.222618,10,12.25767777,3.42602624,3.15996812,1.753561331,-0.08083912,0.771829144,0,0.228172985,1
icr014529,Nkhata Bay,-11.612757,34.222618,35,11.36160129,3.060510044,2.71166376,1.829556507,-0.121019203,0.761140089,0,0.238862699,1
icr014548,Nkhata Bay,-11.591837,34.230455,10,8.426735415,3.845657466,2.97708496,1.216619785,-0.25599996,0.746239815,0.085470284,0.168289901,1
icr014549,Nkhata Bay,-11.591837,34.230455,35,10.08839951,3.604606372,3.32664832,1.425729692,-0.080247289,0.78143467,0.029920069,0.188645261,1
icr014568,Nkhata Bay,-11.653778,34.248108,10,9.72181761,2.659692818,2.7686572,1.701448083,0.040151803,0.787769151,0,0.212233858,1
icr014569,Nkhata Bay,-11.653778,34.248108,35,10.87318444,2.57929269,3.08931944,1.798088799,0.180435611,0.791811365,0,0.208195211,1
icr014588,Nkhata Bay,-11.64765,34.247942,10,8.88170812,2.838388802,3.65587036,1.352278018,0.253097625,0.839492272,0,0.160508115,1
icr014589,Nkhata Bay,-11.64765,34.247942,35,8.02141877,3.40004287,3.57424896,1.111125005,0.049967033,0.801329538,0.060478184,0.138192278,1
icr014608,Nkhata Bay,-11.610358,34.250548,10,8.762423985,3.210738794,0.54395844,2.522217681,-1.775383497,0.482963484,0.090178514,0.426858002,1
icr014609,Nkhata Bay,-11.610358,34.250548,35,8.498347465,3.121679154,0.50830384,2.54536554,-1.815046947,0.475946723,0.091971557,0.43208172,1
icr014628,Nkhata Bay,-11.587742,34.25251,10,9.76157269,3.094287902,2.09305308,1.792483629,-0.390933996,0.728912894,0.015642347,0.255444759,1
icr014629,Nkhata Bay,-11.587742,34.25251,35,10.87360013,3.204174714,2.0774702,1.918046819,-0.433303654,0.722744767,0.002156365,0.275098868,1
icr014648,Nkhata Bay,-11.666733,34.270072,10,8.54673756,3.10434606,2.30300408,1.549387866,-0.298588692,0.74275885,0.040365918,0.216875232,1
icr014649,Nkhata Bay,-11.666733,34.270072,35,9.89194819,2.843177024,2.49316644,1.749977708,-0.131368532,0.767502442,0,0.232498909,1
icr014668,Nkhata Bay,-11.638188,34.281435,10,9.157669595,3.351892536,1.8407614,1.739652705,-0.599345832,0.689746708,0.051710594,0.258542698,1
icr014669,Nkhata Bay,-11.638188,34.281435,35,10.22215721,3.16227013,1.97076252,1.879603054,-0.472869631,0.71493522,0.013343621,0.271721159,1
icr014688,Nkhata Bay,-11.61,34.27014,10,9.236461745,3.102234824,1.60296072,1.894895091,-0.660270393,0.680544223,0.036184258,0.283271519,1
icr014689,Nkhata Bay,-11.61,34.27014,35,8.986178575,2.610431516,1.57436964,1.985336575,-0.505660576,0.710274194,0.001599509,0.288126297,1
icr014708,Nkhata Bay,-11.590172,34.271927,10,8.65062227,2.644323606,1.34088256,2.033012789,-0.679087283,0.678888965,0.017616551,0.303494484,1
icr014709,Nkhata Bay,-11.590172,34.271927,35,9.127853285,2.730198104,1.22066792,2.145925815,-0.804975988,0.657137538,0.017283053,0.32557941,1
icr014743,Thuchila,-15.975425,35.289682,10,4.81221639,3.185429064,5.10195084,0.236070369,0.47103599,0.865554555,0.134446528,0,1
icr014744,Thuchila,-15.975425,35.289682,35,6.03891758,3.31936908,5.2839578,0.48799963,0.464900672,0.869719433,0.09990824,0.030372328,1
icr014763,Thuchila,-15.946403,35.299007,10,8.67125561,3.265022036,10.50066388,0.523548141,1.16817197,1.000000001,0,0,1
icr014764,Thuchila,-15.946403,35.299007,35,9.54813477,3.33638527,9.71069544,0.689717186,1.068339934,0.975526869,0,0.024474401,1
icr014783,Thuchila,-15.927472,35.297925,10,4.83609967,3.688146074,4.73153392,0.195229151,0.249125533,0.826035543,0.173613308,0.000351149,1
icr014784,Thuchila,-15.927472,35.297925,35,6.0626497,3.352069068,4.7629558,0.555898445,0.351290654,0.84964197,0.104800492,0.045557538,1
icr014803,Thuchila,-15.91097,35.30012,10,6.401493735,3.331107304,3.65857984,0.808455264,0.093770278,0.805430898,0.100822261,0.093746841,1
icr014804,Thuchila,-15.91097,35.30012,35,7.41269745,3.984094842,3.32325136,0.948756686,-0.181366516,0.756490308,0.116356232,0.12715346,1
icr014823,Thuchila,-15.97529,35.315202,10,6.123321545,2.811129886,2.19965292,1.20154886,-0.245286913,0.748018946,0.086332928,0.165648127,1
icr014824,Thuchila,-15.97529,35.315202,35,6.97614737,2.89686476,1.984256,1.42408037,-0.378385002,0.726379732,0.070225194,0.203395074,1
icr014843,Thuchila,-15.953162,35.321463,10,3.68331572,3.040889426,2.87814176,0.292221203,-0.055005183,0.77117285,0.199657394,0.029169756,1
icr014844,Thuchila,-15.953162,35.321463,35,3.663494865,3.148538342,2.70050232,0.304306013,-0.153500527,0.753150681,0.211043923,0.035805396,1
icr014863,Thuchila,-15.935597,35.309668,10,8.21807793,4.801093894,4.1062776,0.820874664,-0.156326862,0.759428965,0.13252458,0.108046455,1
icr014864,Thuchila,-15.935597,35.309668,35,9.171689685,4.853457086,4.46934792,0.903539528,-0.082448733,0.774154308,0.109973479,0.115872213,1
icr014883,Thuchila,-15.904765,35.323465,10,8.205966235,2.966599688,1.27375216,1.920226364,-0.845449409,0.646695492,0.057193055,0.296111453,1
icr014884,Thuchila,-15.904765,35.323465,35,9.753617895,2.629844148,1.06354504,2.351162849,-0.90531688,0.640915509,0,0.359084553,1
icr014903,Thuchila,-15.974148,35.342518,10,6.104162015,3.28349406,1.59949636,1.306229833,-0.719219313,0.661913783,0.134014583,0.204071633,1
icr014904,Thuchila,-15.974148,35.342518,35,5.94686114,3.018141592,1.40318712,1.414893095,-0.765895112,0.654728319,0.123688348,0.221583332,1
icr014923,Thuchila,-15.950953,35.338882,10,6.679514765,3.553945472,2.45298256,1.088485098,-0.370753731,0.723370685,0.120457724,0.156171591,1
icr014924,Thuchila,-15.950953,35.338882,35,7.644633575,2.859313088,4.09867488,1.071175119,0.360082305,0.85804781,0.024917667,0.117034523,1
icr014943,Thuchila,-15.925072,35.342573,10,7.851798355,4.119243208,2.57943844,1.172162677,-0.468097743,0.706503472,0.120754727,0.172741801,1
icr014944,Thuchila,-15.925072,35.342573,35,5.83107258,3.025699058,4.07562408,0.676157251,0.297881725,0.841366279,0.093607751,0.06502597,1
icr014963,Thuchila,-15.90355,35.331828,10,3.585874205,3.274965338,1.9919396,0.452392312,-0.497198448,0.691656874,0.234599679,0.073743447,1
icr014964,Thuchila,-15.90355,35.331828,35,3.37045231,3.281498692,1.88710564,0.404499613,-0.553255988,0.680678766,0.249445689,0.069875545,1
icr014983,Thuchila,-15.981912,35.364897,10,5.96900608,3.370766934,0.89941256,1.642689333,-1.321153735,0.555231816,0.163491517,0.281276668,1
icr014984,Thuchila,-15.981912,35.364897,35,8.15572443,2.10699129,0.92530764,2.353205428,-0.822890014,0.648323158,0,0.351678112,1
icr015003,Thuchila,-15.947415,35.361598,10,3.41897467,2.814304442,1.58340124,0.642927364,-0.575139924,0.679777822,0.215968986,0.104253192,1
icr015004,Thuchila,-15.947415,35.361598,35,4.07504686,2.70574426,1.57300816,0.907598442,-0.542387205,0.689307717,0.171143817,0.139548465,1
icr015023,Thuchila,-15.928517,35.367053,10,7.887925595,3.496753948,3.77253976,1.034055216,0.075913356,0.805104439,0.068763827,0.126131734,1
icr015024,Thuchila,-15.928517,35.367053,35,8.17118054,3.311684992,3.51091992,1.165261054,0.058420968,0.803602685,0.051073875,0.14532344,1
icr015043,Thuchila,-15.905015,35.36222,10,4.543510595,3.114698568,2.4357012,0.667355255,-0.245897697,0.740874193,0.168006009,0.091119798,1
icr015044,Thuchila,-15.905015,35.36222,35,5.801388535,2.98323341,2.30051028,1.06003725,-0.25987679,0.743462973,0.109907031,0.146629996,1
icr015063,Lambussie,10.863862,-2.686115,10,2.93616963,2.938143714,0.18692716,1.83564669,-2.754814249,0.293132536,0.326624479,0.380242985,3
icr015064,Lambussie,10.863862,-2.686115,35,4.08543911,2.55859138,0.18681932,2.368676599,-2.617070197,0.325575394,0.226706013,0.447718593,3
icr015083,Lambussie,10.88871,-2.684622,10,7.311628095,3.10283148,0.432034,2.457245237,-1.971566065,0.44589487,0.126458281,0.427646849,1
icr015084,Lambussie,10.88871,-2.684622,35,9.092292895,4.184907392,0.19450292,3.080451845,-3.068792678,0.251561616,0.178678244,0.56976014,3
icr015103,Lambussie,10.908013,-2.681893,10,6.29407566,2.421161826,0.52400804,2.294145581,-1.53049577,0.525165007,0.092114157,0.382720836,1
icr015104,Lambussie,10.908013,-2.681893,35,7.204266705,2.225284014,0.49890828,2.5631969,-1.495217562,0.535218743,0.046280678,0.418500579,1
icr015122,Lambussie,10.932693,-2.682308,10,11.85753836,1.72482273,0.19927484,4.009249099,-2.158194582,0.373031006,0,0.626978068,3
icr015123,Lambussie,10.932693,-2.682308,35,12.35938956,1.843446294,0.1771272,4.098721653,-2.342523966,0.347819916,0,0.652187979,3
