"GID","x","y","SSN","Site","Lat","Lon","Depth","C","N","P","K","S","Ca","Mg","Fv","V1","V2","V3","V4","V5","V6","V7","BP","CP","WP"
"E12746-S3771",1274589.5286999,-377036.005397093,"icr054470","Hoima",1.507103,31.4679,35,24684,1759,2.9,55.3,11.6,1870,267,971350.2,-14.5673134983752,-16.4453369488315,-7.11521384949413,-2.6053838675423,-1.38629436111989,1.94644505144838,2.6414097947034,0,1,0
"E12746-S3825",1274511.69504867,-382418.43306434,"icr054438","Hoima",1.45866,31.466797,35,14983,1241,1.3,63,10,1460,306,981935.7,-15.0311906390721,-15.8655407498649,-8.3062763985431,-2.58495630322157,-2.04022082852655,1.56260661275,2.49099871883854,0,1,0
"E12746-S3825",1274511.69504867,-382418.43306434,"icr054437","Hoima",1.45866,31.466797,10,36841,2577,5,199,11.5,2620,591,957155.5,-13.6088661943666,-15.6727765993441,-8.52697744409188,-1.9921527424462,-0.832909122935105,1.48911357934904,2.65998542375673,0,1,0
"E12748-S3748",1274706.21859198,-374780.153823384,"icr054482","Hoima",1.527395,31.469123,10,38286,2772,9.7,384,11.5,2880,550,955106.8,-13.2415764653667,-14.9859552475458,-8.36284327007822,-1.17603108578131,-0.170221149859868,1.65562729490347,2.62551521278661,0,1,0
"E12748-S3748",1274706.21859198,-374780.153823384,"icr054483","Hoima",1.527395,31.469123,35,22509,1577,4.2,230,11.1,1690,416,973562.7,-14.0981986134035,-14.8605266898625,-8.3196005416957,-1.28547155745693,-0.971860583028965,1.40179854765586,2.6583909212508,0,1,0
"E12769-S3751",1276844.90946265,-375068.305520244,"icr054550","Hoima",1.524523,31.488407,10,35324,2448,11,155,18.2,1660,408,959975.8,-13.5946792254437,-15.4387337288792,-6.19262456372176,-1.40509119676438,-0.503526321284378,1.40330570694643,2.66929125495648,0,1,0
"E12769-S3751",1276844.90946265,-375068.305520244,"icr054551","Hoima",1.524523,31.488407,35,27718,1773,5.2,43.1,9.7,1020,127,969304,-14.8310042156211,-17.3607074838126,-5.24565201939891,-1.63939053627623,-0.623467259921954,2.08337081981973,2.74940899455454,0,1,0
"E12770-S3806",1276963.69227799,-380556.115212383,"icr054516","Hoima",1.475107,31.489068,35,33364,2571,3,95.6,9,3090,398,960469.4,-14.070142698517,-16.6092130584425,-8.54660827621157,-2.72209950210119,-1.09861228866811,2.04947436460735,2.56318254609561,1,1,0
"E12770-S3806",1276963.69227799,-380556.115212383,"icr054515","Hoima",1.475107,31.489068,10,59347,4276,9.1,170,11.2,3850,645,931691.7,-13.0940763046014,-16.4600220283081,-8.03896989665279,-2.39156121437611,-0.207639364778245,1.78657811048606,2.63038357901632,1,1,0
"E12771-S3824",1277057.76935887,-382311.489954061,"icr054504","Hoima",1.459293,31.489787,10,73903,5849,36.6,276,28.4,2810,731,916366,-12.2776179324681,-15.5504296963958,-5.61995454128341,-1.32559019542359,0.25365909524016,1.34652630257801,2.53648271606848,0,1,0
"E12771-S3824",1277057.76935887,-382311.489954061,"icr054505","Hoima",1.459293,31.489787,35,60657,4840,19.1,172,21,1920,568,931802.9,-12.9181421693081,-16.311169708299,-5.76968008181863,-1.46890190096773,-0.0948341026708395,1.21795904630068,2.52832032432473,0,1,0
"E12772-S3775",1277145.98504107,-377456.802567113,"icr054530","Hoima",1.502983,31.490945,35,28217,1817,2.5,486,10.5,1710,409,967348,-13.9529336750393,-15.2583238063336,-9.57065969232152,-0.465908433558166,-1.43508452528932,1.4305334934539,2.74273784377631,0,1,0
"E12772-S3775",1277145.98504107,-377456.802567113,"icr054529","Hoima",1.502983,31.490945,10,37888,2886,6.3,848,16.8,2520,570,955264.9,-13.0739328969698,-14.6258893047856,-9.02582514260568,-0.201992390828581,-0.980829253011727,1.48637781967687,2.57476297890986,0,1,0
"E12774-S25092",1277360.80613311,-2509170.84253596,"icr075370","Chiqumbakwe",-17.8199,31.8338,10,4776,250,6.2,41,4.2,93.5,22.8,994806.3,-17.0103439593809,-15.2702857490313,-2.81352887748685,1.35398143858139,0.389464766761723,1.41120090033425,2.94989773721019,0,1,0
"E12774-S25092",1277360.80613311,-2509170.84253596,"icr075371","Chiqumbakwe",-17.8199,31.8338,35,3388,196,3.8,32.2,2.9,48.3,14.4,996314.4,-17.7150698268316,-15.8526213994585,-2.66263118007552,1.88158992130044,0.270290329739911,1.21020335407657,2.84988039654143,0,1,0
"E12775-S25142",1277407.25795806,-2514124.07492617,"icr075331","Chiqumbakwe",-17.8653,31.8363,10,17567,1117,1.2,130,7.3,1940,442,978795.5,-14.7667208454738,-15.3248485015544,-9.94837408930544,-2.38350109334257,-1.80555279136039,1.47913336997968,2.75537562194418,0,0,0
"E12775-S25142",1277407.25795806,-2514124.07492617,"icr075332","Chiqumbakwe",-17.8653,31.8363,35,7530,497,0.1,65.4,7.3,1910,470,989520.2,-15.9815462827277,-15.004444567932,-12.3886219022444,-3.71286664047839,-4.29045944114839,1.40212582633657,2.71806029469731,0,0,0
"E12777-S25104",1277619.82858047,-2510349.8930771,"icr075350","Chiqumbakwe",-17.8307,31.8367,10,16407,1005,0.7,83.4,5.8,1050,287,981161.1,-15.3790946255852,-16.4981811279857,-9.53154836220651,-2.08543471709075,-2.11453286149111,1.29706322739195,2.79272053152171,1,1,0
"E12777-S25104",1277619.82858047,-2510349.8930771,"icr075351","Chiqumbakwe",-17.8307,31.8367,35,5489,371,0.1,25.6,3.6,852,256,993002.7,-16.9047530319945,-16.0813347940736,-11.2008954242668,-3.69405947376379,-3.58351893845611,1.20240908234975,2.69429930594245,1,1,0
"E12780-S25054",1277910.19558227,-2505310.05356421,"icr075390","Chiqumbakwe",-17.7845,31.8373,10,4294,254,8.7,32.7,3,113,22.8,995271.8,-17.0424077550766,-15.1675512999385,-2.7900208511187,0.922793990359065,1.06471073699243,1.60062728275195,2.82763971142019,0,0,0
"E12780-S25054",1277910.19558227,-2505310.05356421,"icr075391","Chiqumbakwe",-17.7845,31.8373,35,2175,126,5.7,25.1,3.3,45.8,11,997608.1,-17.9478272114422,-14.659236558347,-1.67145637966266,1.83989066929988,0.54654370636807,1.42638881832177,2.84850203657131,0,0,0
"E12791-S3820",1279014.4135149,-381959.802070627,"icr054564","Hoima",1.462205,31.507475,10,25306,1691,2,139,8.9,2260,487,970106.1,-14.2997990815406,-15.7525990993826,-9.33139850601075,-2.34164909704741,-1.49290409617815,1.53485596918374,2.70572145185063,0,1,0
"E12791-S3820",1279014.4135149,-381959.802070627,"icr054565","Hoima",1.462205,31.507475,35,20479,1286,1.4,90.7,7.6,1820,412,975903.3,-14.762897838309,-15.9156637745689,-9.26088213916463,-2.61038790883594,-1.69167601067107,1.48556843072131,2.76786334503875,0,1,0
"E12796-S3776",1279571.73508154,-377577.822956473,"icr054606","Hoima",1.501578,31.512833,10,20530,1536,14.6,761,15.1,1400,432,975311.3,-13.4810004273841,-13.073611991615,-7.50155842179441,0.371992021393789,-0.0336732151065888,1.17580192735924,2.59270559630536,1,1,0
"E12796-S3776",1279571.73508154,-377577.822956473,"icr054607","Hoima",1.501578,31.512833,35,15629,1201,2.3,158,12.7,1230,323,981444,-14.625035115967,-14.871053375587,-8.09624301065624,-1.34556406100195,-1.70869287052944,1.33711712514381,2.56597361976221,1,1,0
"E12797-S3800",1279671.00048114,-379902.059576683,"icr054586","Hoima",1.480643,31.513555,35,22924,1325,1.7,111,7.2,2120,448,973063.1,-14.5775294944307,-15.7492217240936,-9.46934606148278,-2.5549949359423,-1.44345277495984,1.55437813525107,2.8507719372513,0,1,0
"E12797-S3800",1279671.00048114,-379902.059576683,"icr054585","Hoima",1.480643,31.513555,10,29445,2080,4,254,9.9,2760,537,964910.1,-13.7757453752361,-15.1810077127998,-9.17557167423657,-1.77973225845994,-0.906240396020653,1.63698786420233,2.65015622268331,0,1,0
"E12798-S3748",1279725.4037105,-374796.436927733,"icr054618","Hoima",1.526595,31.51443,10,25540,1999,14.8,225,16.7,2710,509,968985.5,-13.419085697814,-13.9085014651864,-6.96875435446228,-1.64658945024622,-0.12078153865264,1.67225589732322,2.54759879508613,0,1,0
"E12798-S3748",1279725.4037105,-374796.436927733,"icr054619","Hoima",1.526595,31.51443,35,18253,1251,4.9,116,15.5,1590,398,978371.6,-14.2925309728701,-14.4443145674307,-7.13407691304736,-1.95697175987641,-1.15160481880862,1.38503728992984,2.68038621859587,0,1,0
"E12799-S25061",1279858.42135021,-2506003.0037729,"icr075469","Chiqumbakwe",-17.7908,31.8557,10,12461,810,7.5,80.2,6,228,57,986350.3,-15.7053479288061,-16.3110890319394,-4.10116504197054,0.861219498004075,0.223143551314211,1.38629436111989,2.73332479827638,0,0,0
"E12799-S25061",1279858.42135021,-2506003.0037729,"icr075470","Chiqumbakwe",-17.7908,31.8557,35,5937,448,3.4,59.7,5.4,255,67.7,993223.8,-16.2778426173966,-15.0472662957545,-5.26571737370408,0.00277228190068968,-0.462623521948112,1.3261773652402,2.58416600185569,0,0,0
"E12799-S25106",1279857.05073763,-2510585.48292607,"icr075430","Chiqumbakwe",-17.8328,31.8576,10,30621,1679,9.7,58.2,6.5,2540,469,964616.6,-14.1256678599918,-15.7070156355786,-7.19382735510643,-3.20998470804258,0.400323708607745,1.6893165915663,2.90348766999407,0,0,0
"E12799-S25106",1279857.05073763,-2510585.48292607,"icr075431","Chiqumbakwe",-17.8328,31.8576,35,9402,590,2.3,30.8,4.1,2010,415,987545.8,-15.4466168811522,-14.4622300821331,-8.73811740076532,-4.12698411745163,-0.578077850775159,1.57761148082242,2.76855517468431,0,0,0
"E12802-S25127",1280149.92227329,-2512681.08526977,"icr075410","Chiqumbakwe",-17.852,31.8612,10,24281,1490,1.1,98.5,8.9,2050,741,971329.5,-14.4989881706493,-15.9097479630915,-10.0053638437927,-3.10661220397908,-2.09074109693377,1.01759444683637,2.79091803154725,0,0,0
"E12802-S25127",1280149.92227329,-2512681.08526977,"icr075411","Chiqumbakwe",-17.852,31.8612,35,10681,626,0.1,43.6,4.5,2070,839,985735.8,-15.8870923413683,-15.9443004923564,-13.0834819636226,-4.73485996669481,-3.80666248977032,0.903093179792208,2.8368713699896,0,0,0
"E12804-S25090",1280361.72903641,-2508928.55116187,"icr075450","Chiqumbakwe",-17.8176,31.8616,10,5472,393,8.8,116,5.3,343,69.2,993592.7,-15.852897346921,-13.5583309371922,-5.10322898920079,0.561492850969704,0.507044900926084,1.60072958454232,2.63358984743313,0,0,0
"E12804-S25090",1280361.72903641,-2508928.55116187,"icr075451","Chiqumbakwe",-17.8176,31.8616,35,3312,224,4.5,58.3,3.9,291,61.2,996045.1,-16.6114386623361,-13.3163125238962,-5.4821901146363,-0.21603987783528,0.143100843640672,1.55917607765321,2.69366146365011,0,0,0
"E12814-S3807",1281379.45396853,-380667.21574081,"icr054656","Hoima",1.473533,31.52892,10,31622,1861,8.2,183,13.3,3340,687,962285.5,-13.5003857262773,-14.4236536960585,-8.13677474151039,-2.40970062532547,-0.483629880957499,1.5813917937484,2.83273910322784,1,1,0
"E12814-S3807",1281379.45396853,-380667.21574081,"icr054657","Hoima",1.473533,31.52892,35,17360,1174,2.1,96.1,13.2,1770,640,978944.6,-14.4754424600175,-14.6718768010246,-8.62692904202889,-2.81830458439811,-1.83827948486295,1.01726664921416,2.6937519878263,1,1,0
"E12815-S25103",1281483.32188279,-2510295.61601311,"icr075508","Chiqumbakwe",-17.8301,31.8726,10,28699,1528,0.4,57.1,4.6,4410,1540,963760.9,-14.6170299291716,-16.620845823121,-12.6961226596927,-5.21627999798964,-2.4423470353692,1.05209227303322,2.93290258820863,0,0,1
"E12815-S25103",1281483.32188279,-2510295.61601311,"icr075509","Chiqumbakwe",-17.8301,31.8726,35,15491,702,0.3,79.9,5.4,3980,1490,978251.4,-14.973483851506,-14.6635175302347,-13.1871381553003,-4.90801259900009,-2.89037175789616,0.982505699338978,3.09408108508055,0,0,1
"E12818-S25132",1281708.91021967,-2513165.68140286,"icr075490","Chiqumbakwe",-17.8564,31.8759,10,3720,208,16.3,90,4.8,275,98.2,995587.7,-16.0138086073071,-11.9082015920443,-4.53962176624414,0.100216548689826,1.22254918989887,1.02976488230615,2.88394086756587,0,1,0
"E12818-S25132",1281708.91021967,-2513165.68140286,"icr075491","Chiqumbakwe",-17.8564,31.8759,35,2376,121,14.8,90.4,9.1,202,104,997082.7,-16.1898385690351,-10.3621688973444,-3.83633155981492,0.269255380688467,0.486352767247267,0.663876798259832,2.97738313488579,0,1,0
"E12820-S3825",1281924.96824409,-382499.552417674,"icr054641","Hoima",1.456968,31.533708,10,34327,2279,13.3,118,9.2,2840,458,959955.5,-13.6478088184122,-15.3713122627267,-7.09140782145556,-2.35700609180693,0.368560551172713,1.82469014704107,2.71219546626261,0,1,0
"E12820-S3825",1281924.96824409,-382499.552417674,"icr054642","Hoima",1.456968,31.533708,35,31734,2564,4.9,177,11,2560,586,962363.1,-13.7102998532394,-15.5960967447211,-8.48810440706754,-2.12293541983484,-0.808660067681791,1.4744427478966,2.51582012225347,0,1,0
"E12821-S3750",1282015.75313591,-374962.408294553,"icr054697","Hoima",1.524802,31.535093,10,37047,2454,7.8,138,10.7,2890,457,956995.5,-13.6575360410574,-15.7084587918384,-7.65379543429351,-2.22365553914251,-0.316120007772314,1.84432839021227,2.71446803051508,0,1,0
"E12821-S3750",1282015.75313591,-374962.408294553,"icr054698","Hoima",1.524802,31.535093,35,32559,1932,7.3,125,10.9,2740,450,962175.8,-13.8129088554798,-15.3387025535333,-7.60613935256437,-2.32614901534922,-0.400888441080754,1.80646561661775,2.82449809234166,0,1,0
"E12821-S3776",1282041.09248891,-377539.84262076,"icr054677","Hoima",1.501598,31.535127,35,14562,992,4.3,46.5,16.1,754,136,983489.1,-15.1228012984777,-15.5833434751433,-4.90260408700372,-1.46113375650703,-1.3202042492909,1.7127374822719,2.68644756766978,1,1,0
"E12821-S3776",1282041.09248891,-377539.84262076,"icr054676","Hoima",1.501598,31.535127,10,22494,1441,8.2,66,16.3,1870,313,973791.5,-14.2159300178862,-14.9722080326388,-5.89326489527447,-2.40925467330454,-0.687030953542509,1.78749051930848,2.74791128996444,1,1,0
"E12826-S25063",1282536.91016201,-2506239.8042867,"icr075548","Chiqumbakwe",-17.7929,31.8807,10,9830,573,6,68,5,350,67.4,989100.6,-15.8496240203207,-15.4940146131544,-5.0071491817362,0.0306688469538559,0.182321556793955,1.6472881365652,2.84230849642647,0,0,1
"E12826-S25063",1282536.91016201,-2506239.8042867,"icr075549","Chiqumbakwe",-17.7929,31.8807,35,6592,354,4.6,54.6,6,359,67,992562.8,-16.1468863251575,-14.4608515259363,-5.03563071638485,-0.353378723606233,-0.265703165733006,1.67862976909731,2.92431515845553,0,0,1
"E12827-S25091",1282670.39666645,-2509011.59364818,"icr075528","Chiqumbakwe",-17.8183,31.8831,10,17512,1064,9.8,77.2,9.6,1210,325,979792.4,-14.5131234672736,-14.5832893205067,-6.14592053596627,-1.99726710605513,0.0206192872027362,1.31455045626105,2.80085096930111,0,0,1
"E12827-S25091",1282670.39666645,-2509011.59364818,"icr075529","Chiqumbakwe",-17.8183,31.8831,35,7907,533,9.2,41.7,7.8,864,302,990335.3,-15.2276846706238,-13.3540665624809,-5.73721718090701,-2.54954214104804,0.165079750359448,1.05114575142919,2.69698229790508,0,0,1
"E12839-S25143",1283844.78369136,-2514208.40457851,"icr075567","Chiqumbakwe",-17.8659,31.8962,10,5743,323,28.6,108,8.3,253,59.1,993477,-15.6162400336541,-12.6715139713974,-2.82424323423456,1.07035698738553,1.23715120302325,1.45415856431547,2.87808467764164,0,0,0
"E12839-S25143",1283844.78369136,-2514208.40457851,"icr075568","Chiqumbakwe",-17.8659,31.8962,35,2344,159,16.1,41.3,6.1,217,46,997170.5,-16.5859279213627,-11.8711483197929,-2.82258012014619,0.0320368366181061,0.970530500811151,1.55125595705136,2.69070994847667,0,0,0
"E12847-S25081",1284659.10959668,-2508078.99402681,"icr075607","Chiqumbakwe",-17.8097,31.9012,10,5834,396,55,78.4,6.5,324,60.8,993245.3,-15.4697414090346,-12.7451664790505,-2.29715963277899,0.547352859799671,2.13553100833088,1.67315372682021,2.69004393917319,0,1,0
"E12847-S25081",1284659.10959668,-2508078.99402681,"icr075608","Chiqumbakwe",-17.8097,31.9012,35,5527,383,56.7,61.8,6,397,69.4,993499.1,-15.4800558529895,-12.5950567741603,-2.44923232411126,-0.0309592751457304,2.24601474150565,1.74404941317443,2.66936546265262,0,1,0
"E12849-S25056",1284816.08560627,-2505548.00610138,"icr075626","Chiqumbakwe",-17.7865,31.9016,10,6592,520,71.5,90.7,9,2950,225,989541.8,-14.3018499719922,-10.6295175495506,-4.79222388092942,-2.24403119372342,2.07247287236374,2.57346004712945,2.53978326001384,0,1,0
"E12849-S25056",1284816.08560627,-2505548.00610138,"icr075627","Chiqumbakwe",-17.7865,31.9016,35,4351,298,37.7,41.6,8.1,1960,201,993102.6,-15.0628103434398,-10.5731777532411,-4.61339658218575,-2.87872040378368,1.53779603277557,2.27739484416549,2.68106749621528,0,1,0
"E12852-S25109",1285102.09106878,-2510895.30901526,"icr075587","Chiqumbakwe",-17.8355,31.9065,10,3642,245,26.5,48.2,4.7,181,38.8,995813.8,-16.3551697468996,-13.045755023719,-2.27383835939458,0.652172441010341,1.72958222427616,1.5400767846366,2.69903004974283,0,0,0
"E12852-S25109",1285102.09106878,-2510895.30901526,"icr075588","Chiqumbakwe",-17.8355,31.9065,35,2268,164,10.5,31.8,4.5,147,29,997345.2,-17.0476995352426,-13.0208801125168,-2.67273959249956,0.390740333132953,0.847297860387204,1.62313675679226,2.62678723702344,0,0,0
"E13636-S4859",1363517.05877389,-485884.73056081,"icr054184","Namasuba",0.515868,32.263542,35,8933,697,1.2,46.1,9.6,792,220,989301.1,-15.6614746436391,-15.2232565051905,-7.48090054151321,-2.26335929677575,-2.07944154167983,1.28093384546206,2.55072215294132,0,1,0
"E13636-S4859",1363517.05877389,-485884.73056081,"icr054183","Namasuba",0.515868,32.263542,10,16623,1117,4.2,60.9,11.2,1090,241,980852.7,-14.8493343192382,-15.412514213832,-6.3654543650902,-1.99798631924888,-0.980829253011725,1.50913604173253,2.70014075846626,0,1,0
"E13638-S4820",1363790.22431212,-481941.230299283,"icr054220","Namasuba",0.551317,32.266228,10,31370,2369,5.6,79.7,17.7,1370,351,964437,-14.0683287404717,-16.3012837003603,-6.12015517062268,-1.95994723635123,-1.15079804183868,1.3617797953563,2.58338409702594,0,1,1
"E13638-S4820",1363790.22431212,-481941.230299283,"icr054221","Namasuba",0.551317,32.266228,35,13184,921,2.8,68.2,16.9,523,183,985101.1,-15.1857080930242,-15.3867105914454,-5.62693363467663,-1.03897754408798,-1.79769420474787,1.0500953112235,2.66129921589395,0,1,1
"E13641-S4840",1364003.65032746,-483921.187596396,"icr054201","Namasuba",0.533473,32.268044,10,20631,1603,7.4,196,30.7,780,227,976524.9,-14.1100013039109,-14.7363456081494,-5.19986106534202,-0.0693744016842679,-1.42278265438303,1.23434390220223,2.55491792537839,0,1,0
"E13641-S4840",1364003.65032746,-483921.187596396,"icr054202","Namasuba",0.533473,32.268044,35,6704,405,11.5,69.7,18,270,64.8,992457,-15.6236448442546,-13.4560496665018,-2.68509254331711,0.470589298950474,-0.448024722526959,1.42711635564014,2.80657257505538,0,1,0
"E13644-S4886",1364323.79071612,-488596.317104837,"icr054166","Namasuba",0.491363,32.270676,35,13341,1014,6.3,111,7.6,1560,237,983723.1,-14.6936783378123,-14.3783078352135,-7.20907299691315,-1.65871047497825,-0.187598613894798,1.88438095910845,2.57693909502768,1,1,0
"E13644-S4886",1364323.79071612,-488596.317104837,"icr054165","Namasuba",0.491363,32.270676,10,18087,1465,30.6,238,9.1,2000,277,977893.3,-13.7832666473834,-13.4706617442334,-6.16639369775084,-0.851126772889033,1.21272559543553,1.97688495335474,2.51333820570635,1,1,0
"E13661-S4840",1366067.38691071,-483935.094943039,"icr054277","Namasuba",0.533078,32.286675,10,19849,1615,16.8,106,14.6,651,194,977553.6,-14.3386130921272,-15.2412974032649,-4.28390462322612,-0.45942685012549,0.140357357694924,1.21065148314524,2.50881867135582,0,1,0
"E13661-S4840",1366067.38691071,-483935.094943039,"icr054278","Namasuba",0.533078,32.286675,35,7755,521,5.4,65.1,10,296,99.6,991247.9,-15.7446915504212,-14.558535377214,-4.54408796338372,-0.181222911518944,-0.616186139423817,1.08919728973351,2.70034303385727,0,1,0
"E13663-S4879",1366220.35564086,-487871.242639337,"icr054239","Namasuba",0.49764,32.287838,35,9485,754,1,44.8,9.7,862,141,988702.5,-15.7659582147088,-15.7640190117065,-7.31692776585295,-1.98463737252041,-2.27212588550934,1.81049538028552,2.53207451436116,0,1,0
"E13663-S4879",1366220.35564086,-487871.242639337,"icr054238","Namasuba",0.49764,32.287838,10,16159,1318,7,153,15.6,1100,205,981042.4,-14.4126997812629,-14.5944719459613,-6.07331122782161,-0.70561644834754,-0.801360765200178,1.68005547964805,2.5063617339098,0,1,0
"E13664-S4862",1366311.90937988,-486194.793665598,"icr054258","Namasuba",0.512713,32.288757,10,19412,1514,11.2,195,10,1930,301,976626.8,-14.0207444964066,-14.2767360405441,-7.04539860974039,-1.21789836390799,0.113328685307003,1.85816501715006,2.55113627652771,0,1,0
